candidate_id,title,authors,year,venue,doi,arxiv_id,source_url,source_databases,abstract_or_snippet,evidence_availability,title_abstract_decision,full_text_status,full_text_decision,exclusion_reason,decision_rationale,screening_reviewer,screening_date
POOL-0889,Aligning large language models across the lifecycle: A survey on safety-usability trade-offs from pre-training to post-training,Zhiqiang Hao; Hongming Fei; Bin Luo,2026,Neural Networks,,,https://www.sciencedirect.com/science/article/pii/S0893608026004570,sciencedirect,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0890,Impact of code context and prompting strategies on automated unit test generation with modern general-purpose large language models,Jakub Walczak; Piotr Tomalak; Artur Laskowski,2026,Journal of Systems and Software,,,https://www.sciencedirect.com/science/article/pii/S0164121226000683,sciencedirect,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0891,CSLLM: Code-Specific Large Language Models—A Survey,Jayesh Umre; Ashish Singh Parihar; Atul Gupta,2026,Expert Systems with Applications,,,https://www.sciencedirect.com/science/article/pii/S0957417425046068,sciencedirect,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0892,"Generating In-Context, Personalized Feedback for Intelligent Tutors with Large Language Models",Jennifer M Reddig; Arav Arora; Christopher J. MacLellan,2025,International Journal of Artificial Intelligence in Education,,,https://www.sciencedirect.com/science/article/pii/S1560429226000740,sciencedirect,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0893,"Large Language Models for Cybersecurity Intelligence: A Systematic Review of Emerging Threats, Defensive Capabilities, and Security Evaluation Frameworks",Hamed Alqahtani; Gulshan Kumar,2026,"Computers, Materials and Continua",,,https://www.sciencedirect.com/science/article/pii/S1546221826003565,sciencedirect,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0894,OSATG-GPT: Instruction-tuning large language models with open-source atomic tasks in Github,Fanyu Han; Li Ma; Xiaoya Xia,2026,Expert Systems with Applications,,,https://www.sciencedirect.com/science/article/pii/S0957417425034347,sciencedirect,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0895,Applying Large Language Models to Enhance Dialogue and Communication Analysis for Adaptive Team Training,Randall Spain; Wookhee Min; James Lester,2025,International Journal of Artificial Intelligence in Education,,,https://www.sciencedirect.com/science/article/pii/S1560429226000466,sciencedirect,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0896,Less is more: Towards green code large language models via unified structural pruning,Guang Yang; Yu Zhou; Taolue Chen,2026,Information Processing & Management,,,https://www.sciencedirect.com/science/article/pii/S0306457325005217,sciencedirect,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0897,Securing large language models: A quantitative assurance framework approach,Sander Stamnes Karlsen; Muhammad Mudassar Yamin; Mohib Ullah,2026,Journal of Information Security and Applications,,,https://www.sciencedirect.com/science/article/pii/S2214212625003874,sciencedirect,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0898,Software refactoring research with large language models: A systematic literature review,Sofia Martinez; Luo Xu; Eman Abdullah Alomar,2026,Journal of Systems and Software,,,https://www.sciencedirect.com/science/article/pii/S0164121225004315,sciencedirect,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
