candidate_id,title_abstract_decision,decision_rationale,screening_reviewer,screening_date
POOL-0686,include_full_text_candidate,Title/abstract contains a direct software code-review signal; verify eligibility in full text.,Codex-assisted preliminary screen,2026-08-06
POOL-0690,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0693,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0696,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0698,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0699,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0702,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0704,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0707,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0708,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0709,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0711,include_full_text_candidate,Title/abstract contains a direct software code-review signal; verify eligibility in full text.,Codex-assisted preliminary screen,2026-08-06
POOL-0715,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0717,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0718,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0721,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0723,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0729,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0741,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0743,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0744,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0745,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0747,include_full_text_candidate,Title/abstract contains a direct software code-review signal; verify eligibility in full text.,Codex-assisted preliminary screen,2026-08-06
POOL-0754,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0759,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
