candidate_id,title,authors,year,venue,doi,arxiv_id,source_url,source_databases,abstract_or_snippet,evidence_availability,title_abstract_decision,full_text_status,full_text_decision,exclusion_reason,decision_rationale,screening_reviewer,screening_date
POOL-0939,Breaking the “80-point ceiling”: librarians as facilitators of LLM clean-up engineering,Rende Li,2026,The Journal of Academic Librarianship,,,https://www.sciencedirect.com/science/article/pii/S0099133326000753,sciencedirect,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0940,AI-Assisted CPT Coding in Pediatric Orthopedic Surgery: Promise or Premature?,Krishi S. Manem; Gloria R. Gogola; Surya N. Mundluru,2026,Journal of the Pediatric Orthopaedic Society of North America,,,https://www.sciencedirect.com/science/article/pii/S2768276526001124,sciencedirect,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0941,Evaluating prompting strategies for LLM-based code generation in offensive security tasks,Roberta De Luca; Pietro Liguori; Roberto Natella,2026,Information and Software Technology,,,https://www.sciencedirect.com/science/article/pii/S0950584926002703,sciencedirect,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0942,"Redefining the Programmer: Human-AI Collaboration, LLMs, and Security in Modern Software Engineering",Elyson De La Cruz; Hanh Le; Hari Gonaygunta,2025,"Computers, Materials and Continua",,,https://www.sciencedirect.com/science/article/pii/S1546221825008926,sciencedirect,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0943,Beyond the hype: Enabling informed LLM adoption in industry through systematic evaluation,Eneko Pizarro; Maider Azanza; Beatriz Pérez Lamancha,2026,Science of Computer Programming,,,https://www.sciencedirect.com/science/article/pii/S0167642326000961,sciencedirect,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0944,"Vulnerability datasets for software security: A survey of existing resources, challenges, and future directions",Tasmin Karim; Mst Shapna Akter,2026,Computers & Security,,,https://www.sciencedirect.com/science/article/pii/S0167404826001021,sciencedirect,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0945,Closed-loop evaluation of LLM agents for embedded software development,Jorge García-Carrasco; Sergio García-Carrasco; Juan Trujillo,2026,Journal of Systems Architecture,,,https://www.sciencedirect.com/science/article/pii/S1383762126002559,sciencedirect,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0946,BADS: A backdoor attack against code intent summarization engines,Yubin Qu; Binyong Li; Yongming Yao,2026,Information and Software Technology,,,https://www.sciencedirect.com/science/article/pii/S0950584926000078,sciencedirect,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0947,VC-AWG: A Vibe Coding–based method for Automated Website Generation from heterogeneous artifacts,Hoang-Viet Tran; Thi-Thanh-Truc Dang; Pham Ngoc Hung,2026,Journal of Computer Languages,,,https://www.sciencedirect.com/science/article/pii/S2590118426000195,sciencedirect,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0948,Unveiling the power of code pre-trained models in automated program repair: A systematic review,Shanggui Zhan; Xingqi Wang; Junchao Lu,2026,Journal of Systems and Software,,,https://www.sciencedirect.com/science/article/pii/S0164121226002487,sciencedirect,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0949,"AI-driven Vulnerability Triage in Connectivity Constrained Environments: A Taxonomy, Systematic Literature Review and Future Directions",David Haunschild; Sukhpal Singh Gill,2026,Journal of Information and Intelligence,,,https://www.sciencedirect.com/science/article/pii/S294971592600065X,sciencedirect,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0950,From challenges to metrics: An LLM-driven DevOps recommendation system grounded in evidence-based mappings,Ehsan Azizi Khadem; Ali Movaghar,2025,Array,,,https://www.sciencedirect.com/science/article/pii/S2590005625001742,sciencedirect,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0951,Empirical evaluation of LLMs capabilities for data pipeline generation on Databricks platform,Tobia Martina; Motaz Saad; Antonella Longo,2026,Future Generation Computer Systems,,,https://www.sciencedirect.com/science/article/pii/S0167739X26002219,sciencedirect,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0952,Constrained LLM-Guided Refactoring of JavaScript: A Smell-Targeted Transformation Framework with Human-in-the-Loop Validation,Emir Kuanyshev; Hashim Ali,2026,"Computers, Materials and Continua",,,https://www.sciencedirect.com/science/article/pii/S1546221826004169,sciencedirect,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0953,CodeSpeak: Improving smart contract vulnerability detection via LLM-assisted code analysis,Shuyu Chang; Chen Geng; Yang Zhang,2026,Journal of Systems and Software,,,https://www.sciencedirect.com/science/article/pii/S0164121225003048,sciencedirect,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0954,Security and privacy in LLMs: A comprehensive survey of threats and mitigation strategies,Aymen Dia Eddine Berini; Norziana Jamil; Kwok-Yan Lam,2026,Information Fusion,,,https://www.sciencedirect.com/science/article/pii/S156625352600120X,sciencedirect,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0955,"Fluent, confident, wrong: Why LLMs' most underexploited pedagogical use is producing errors",M. Z. Naser,2026,Thinking Skills and Creativity,,,https://www.sciencedirect.com/science/article/pii/S1871187126001811,sciencedirect,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0956,CoT+ (Chain-of-Thought Extended): A reproducible multi-reasoning prompting architecture for deterministic PLC code generation,Ketut Adnyana; Andreas Schwung,2026,Machine Learning with Applications,,,https://www.sciencedirect.com/science/article/pii/S2666827026001258,sciencedirect,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0957,Taxonomy of challenges influencing secure code generation using LLMs: An integrated approach of systematic literature review and F-AHP,Mohammad Shameem; Sajid Anwer; Mawal A. Mohammed,2026,Applied Soft Computing,,,https://www.sciencedirect.com/science/article/pii/S1568494626015759,sciencedirect,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0958,FedDualFix: Hierarchical federated learning for adaptive multi-agent program repair via dual-modality modeling,Xiaolin Ju; Qingyun Liu; Xiang Chen,2026,Applied Soft Computing,,,https://www.sciencedirect.com/science/article/pii/S1568494626013463,sciencedirect,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0959,Using LLMs to enhance code quality: A systematic literature review,Nawaf Alomari; Moussa Redah; Mohammad Alshayeb,2026,Information and Software Technology,,,https://www.sciencedirect.com/science/article/pii/S095058492500299X,sciencedirect,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0960,LLMs: A game-changer for software engineers?,Md. Asraful Haque,2025,"BenchCouncil Transactions on Benchmarks, Standards and Evaluations",,,https://www.sciencedirect.com/science/article/pii/S2772485925000171,sciencedirect,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0961,Multi-agent systems for chemical engineering: a review and perspective,Sophia Rupprecht; Qinghe Gao; Artur M Schweidtmann,2026,Current Opinion in Chemical Engineering,,,https://www.sciencedirect.com/science/article/pii/S2211339825001212,sciencedirect,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0962,AI-assisted code refactoring: Where can it be helpful and where do humans outperform it?,Apostolos Ampatzoglou; Elvira-Maria Arvanitou; Alexander Chatzigeorgiou,2026,Journal of Systems and Software,,,https://www.sciencedirect.com/science/article/pii/S0164121226000956,sciencedirect,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
