candidate_id,title,authors,year,venue,doi,arxiv_id,source_url,source_databases,abstract_or_snippet,evidence_availability,title_abstract_decision,full_text_status,full_text_decision,exclusion_reason,decision_rationale,screening_reviewer,screening_date
POOL-0365,Fine-tuning and prompt engineering for large language models-based code review automation,Chanathip Pornprasit; C. Tantithamthavorn,2024,Information and Software Technology,10.1016/j.infsof.2024.107523,2402.00905,https://www.semanticscholar.org/paper/99fb2bc80e7593743cd4105f6e52a483e9b63d7f,sciencedirect;semantic_scholar,"Context: The rapid evolution of Large Language Models (LLMs) has sparked significant interest in leveraging their capabilities for automating code review processes. Prior studies often focus on developing LLMs for code review automation, yet require expensive resources, which is infeasible for organizations with limited budgets and resources. Thus, fine-tuning and prompt engineering are the two common approaches to leveraging LLMs for code review automation. Objective: We aim to investigate the performance of LLMs-based code review automation based on two contexts, i.e., when LLMs are leveraged by fine-tuning and prompting. Fine-tuning involves training the model on a specific code review dataset, while prompting involves providing explicit instructions to guide the model's generation process without requiring a specific code review dataset. Method: We leverage model fine-tuning and inference techniques (i.e., zero-shot learning, few-shot learning and persona) on LLMs-based code review automation. In total, we investigate 12 variations of two LLMs-based code review automation (i.e., GPT- 3.5 and Magicoder), and compare them with the Guo et al.'s approach and three existing code review automation approaches. Results: The fine-tuning of GPT 3.5 with zero-shot learning helps GPT-3.5 to achieve 73.17% -74.23% higher EM than the Guo et al.'s approach. In addition, when GPT-3.5 is not fine-tuned, GPT-3.5 with few-shot learning achieves 46.38% - 659.09% higher EM than GPT-3.5 with zero-shot learning. Conclusions: Based on our results, we recommend that (1) LLMs for code review automation should be fine-tuned to achieve the highest performance; and (2) when data is not sufficient for model fine-tuning (e.g., a cold-start problem), few-shot learning without a persona should be used for LLMs for code review automation.",abstract_or_snippet,pending_manual_screening,pending_acquisition,,,,,
POOL-0367,Exploring the impact of code review factors on the code review comment generation,Junyi Lu; Zhangyin Li; Chenjie Shen; Li Yang; Chun Zuo,2024,International Conference on Automated Software Engineering,10.1007/s10515-024-00469-2,,https://www.semanticscholar.org/paper/170f799adf21443131cf834d422f2a90aa433d55,semantic_scholar,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0368,Exploring the Potential of Llama Models in Automated Code Refinement: A Replication Study,Genevieve Caumartin; Qiaolin Qin; Sharon Chatragadda; Janmitsinh Panjrolia; Heng Li; Diego Elias Costa,2024,"IEEE International Conference on Software Analysis, Evolution, and Reengineering",10.1109/saner64311.2025.00070,2412.02789,https://www.semanticscholar.org/paper/16a74b1ccd6c9ca006b042008208d0898d237f42,semantic_scholar,"Code reviews are an integral part of software development and have been recognized as a crucial practice for minimizing bugs and favouring higher code quality. They serve as an important checkpoint before committing code and play an essential role in knowledge transfer between developers. However, code reviews can be time-consuming and can stale the development of large software projects. In a recent study, Guo et al. assessed how ChatGPT3.5 can help the code review process. They evaluated the effectiveness of ChatGPT in automating the code refinement tasks, where developers recommend small changes in the submitted code. While Guo et al.'s study showed promising results, proprietary models like ChatGPT pose risks to data privacy and incur extra costs for software projects. In this study, we explore alternatives to ChatGPT in code refinement tasks by including two open-source, smaller-scale large language models: CodeLlama and Llama 2 (7B parameters). Our results show that, if properly tuned, the Llama models, particularly CodeLlama, can achieve reasonable performance, often comparable to ChatGPT in auto-mated code refinement. However, not all code refinement tasks are equally successful: tasks that require changing existing code (e.g., refactoring) are more manageable for models to automate than tasks that demand new code. Our study highlights the potential of open-source models for code refinement, offering cost-effective, privacy-conscious solutions for real-world software development.",abstract_or_snippet,pending_manual_screening,pending_acquisition,,,,,
POOL-0369,Exploring the Capabilities of LLMs for Code-Change-Related Tasks,Lishui Fan; Jiakun Liu; Zhongxin Liu; David Lo; Xin Xia; Shanping Li,2024,ACM Transactions on Software Engineering and Methodology,10.1145/3709358,2407.02824,https://www.semanticscholar.org/paper/b94ed0c8571d20e8403e4d3b95dacbda04f78a41,acm;semantic_scholar,"Developers deal with code-change-related tasks daily, e.g., reviewing code. Pre-trained code and code-change-oriented models have been adapted to help developers with such tasks. Recently, large language models (LLMs) have shown their effectiveness in code-related tasks. However, existing LLMs for code focus on general code syntax and semantics rather than the differences between two code versions. Thus, it is an open question how LLMs perform on code-change-related tasks. To answer this question, we conduct an empirical study using \(>\) 1B parameters LLMs on three code-change-related tasks, i.e., code review generation, commit message generation, and just-in-time comment update, with in-context learning (ICL) and parameter-efficient fine-tuning (PEFT, including LoRA and prefix-tuning). We observe that the performance of LLMs is poor without examples and generally improves with examples, but more examples do not always lead to better performance. LLMs tuned with LoRA have comparable performance to the state-of-the-art small pre-trained models. Larger models are not always better, but Llama 2 and Code Llama families are always the best. The best LLMs outperform small pre-trained models on the code changes that only modify comments and perform comparably on other code changes. We suggest future work should focus more on guiding LLMs to learn the knowledge specific to the changes related to code rather than comments for code-change-related tasks.",abstract_or_snippet,pending_manual_screening,pending_acquisition,,,,,
POOL-0370,Evaluating Source Code Quality with Large Languagem Models: a comparative study,Igor Regis da Silva Simões; Elaine Venson,2024,Brazilian Symposium on Software Quality,10.1145/3701625.3701650,2408.07082,https://www.semanticscholar.org/paper/52aac3083c5577cdad33ff67e671f7f84a8265e9,acm;semantic_scholar,"Code quality is an attribute composed of various metrics, such as complexity, readability, testability, interoperability, reusability, and the use of good or bad practices, among others. Static code analysis tools aim to measure a set of attributes to assess code quality. However, some quality attributes can only be measured by humans in code review activities, readability being an example. Given their natural language text processing capability, we hypothesize that a Large Language Model (LLM) could evaluate the quality of code, including attributes currently not automatable. This paper aims to describe and analyze the results obtained using Large Language Model (LLM)s as a static analysis tool, evaluating the overall quality of code. We compared the Large Language Model (LLM) with the results obtained with the SonarQube software and its Maintainability metric for two Open Source Software (OSS) Java projects, one with Maintainability Rating A and the other B. A total of 1,641 classes were analyzed, comparing the results in two versions of models: GPT 3.5 Turbo and GPT 4o. We demonstrated that the GPT 3.5 Turbo Large Language Model (LLM) has the ability to evaluate code quality, showing a correlation with Sonar’s metrics. However, there are specific aspects that differ in what the Large Language Model (LLM) measures compared to SonarQube. The GPT 4o version did not present the same results, diverging from the previous model and Sonar by assigning a high classification to codes that were assessed as lower quality. This study demonstrates the potential of Large Language Model (LLM)s in evaluating code quality. However, further research is necessary to investigate limitations such as LLM’s cost, variability of outputs and explore quality characteristics not measured by traditional static analysis tools.",abstract_or_snippet,pending_manual_screening,pending_acquisition,,,,,
POOL-0371,Enhancing the Code Debugging Ability of LLMs via Communicative Agent Based Data Refinement,Weiqing Yang; Hanbin Wang; Zhenghao Liu; Xinze Li; Yukun Yan; Shuo Wang; Yu Gu; Minghe Yu; Zhiyuan Liu; Ge Yu,2024,arXiv.org,10.48550/arxiv.2408.05006,,https://www.semanticscholar.org/paper/8649273bc24efb64f962d6ba7ba6f67507fa8fd1,semantic_scholar,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0372,Enhancing Automated Peer Code Reviews in Software Engineering Education with Context-Aware Generative AI,Pruthvi Patel; Shannon A. Rios; Andrew Valentine; Eduardo A. Oliveira,2024,ASCILITE Publications,10.14742/apubs.2024.1446,,https://www.semanticscholar.org/paper/0f7f66d157c17d2479e61b267d56dc9a04dc9c70,semantic_scholar,"This study investigates the enhancement of peer code reviews in software engineering education through the integration of Generative Artificial Intelligence (GenAI) with contextual awareness. Previous implementations of GenAI, such as ChatGPT, lacked detailed context about the educational content and assessment goals, limiting their effectiveness. Our work-in-progress research addresses this gap by providing GenAI with additional static and dynamic contextual information, including project overviews, pull-request descriptions, and comments. In a controlled study involving 26 students from a 12-week software engineering course, we compared the efficacy of the original GenAI system with a context-enhanced version. Results demonstrated that the context-aware GenAI provided more accurate and useful feedback, as perceived by the students. These findings suggest that incorporating contextual information improves the quality of automated peer reviews, offering a promising tool for educators to enhance student learning and engagement in code review activities.",abstract_or_snippet,pending_manual_screening,pending_acquisition,,,,,
POOL-0373,Distilling Desired Comments for Enhanced Code Review with Large Language Models,Yongda Yu; Lei Zhang; Guoping Rong; Haifeng Shen; Jiahao Zhang; Hao Yan; Guohao Shi; Dong Shao; Ruiqi Pan; Yuan Li; Qiushi Wang; Zhao Tian,2024,arXiv.org,10.48550/arxiv.2412.20340,2412.20340,https://www.semanticscholar.org/paper/a11c38e5c2516af787f46763589832c9bbb48153,semantic_scholar,"There has been a growing interest in using Large Language Models (LLMs) for code review thanks to their proven proficiency in code comprehension. The primary objective of most review scenarios is to generate desired review comments (DRCs) that explicitly identify issues to trigger code fixes. However, existing LLM-based solutions are not so effective in generating DRCs for various reasons such as hallucination. To enhance their code review ability, they need to be fine-tuned with a customized dataset that is ideally full of DRCs. Nevertheless, such a dataset is not yet available, while manual annotation of DRCs is too laborious to be practical. In this paper, we propose a dataset distillation method, Desiview, which can automatically construct a distilled dataset by identifying DRCs from a code review dataset. Experiments on the CodeReviewer dataset comprising more than 150K review entries show that Desiview achieves an impressive performance of 88.93%, 80.37%, 86.67%, and 84.44% in terms of Precision, Recall, Accuracy, and F1, respectively, surpassing state-of-the-art methods. To validate the effect of such a distilled dataset on enhancing LLMs' code review ability, we first fine-tune the latest LLaMA series (i.e., LLaMA 3 and LLaMA 3.1) to build model Desiview4FT. We then enhance the model training effect through KTO alignment by feeding those review comments identified as non-DRCs to the LLMs, resulting in model Desiview4FA. Verification results indicate that Desiview4FA slightly outperforms Desiview4FT, while both models have significantly improved against the base models in terms of generating DRCs. Human evaluation confirms that both models identify issues more accurately and tend to generate review comments that better describe the issues contained in the code than the base LLMs do.",abstract_or_snippet,pending_manual_screening,pending_acquisition,,,,,
POOL-0374,DeepCRCEval: Revisiting the Evaluation of Code Review Comment Generation,Junyi Lu; Xiaojia Li; Zihan Hua; Lei Yu; Shiqi Cheng; Li Yang; Fengjun Zhang; Chun Zuo,2024,arXiv.org,10.48550/arxiv.2412.18291,2412.18291,https://www.semanticscholar.org/paper/724d5dbff1e5333f2b070c818dd15bd64d0bb964,semantic_scholar;springerlink,"Code review is a vital but demanding aspect of software development, generating significant interest in automating review comments. Traditional evaluation methods for these comments, primarily based on text similarity, face two major challenges: inconsistent reliability of human-authored comments in open-source projects and the weak correlation of text similarity with objectives like enhancing code quality and detecting defects. This study empirically analyzes benchmark comments using a novel set of criteria informed by prior research and developer interviews. We then similarly revisit the evaluation of existing methodologies. Our evaluation framework, DeepCRCEval, integrates human evaluators and Large Language Models (LLMs) for a comprehensive reassessment of current techniques based on the criteria set. Besides, we also introduce an innovative and efficient baseline, LLM-Reviewer, leveraging the few-shot learning capabilities of LLMs for a target-oriented comparison. Our research highlights the limitations of text similarity metrics, finding that less than 10% of benchmark comments are high quality for automation. In contrast, DeepCRCEval effectively distinguishes between high and low-quality comments, proving to be a more reliable evaluation mechanism. Incorporating LLM evaluators into DeepCRCEval significantly boosts efficiency, reducing time and cost by 88.78% and 90.32%, respectively. Furthermore, LLM-Reviewer demonstrates significant potential of focusing task real targets in comment generation.",abstract_or_snippet,pending_manual_screening,pending_acquisition,,,,,
POOL-0375,Deep Learning-based Code Reviews: A Paradigm Shift or a Double-Edged Sword?,Rosalia Tufano; Alberto Martin-Lopez; Ahmad J. Tayeb; Ozren Dabić; Sonia Haiduc; Gabriele Bavota,2024,International Conference on Software Engineering,10.1109/icse55347.2025.00060,2411.11401,https://www.semanticscholar.org/paper/6b3c09a1be7120784ec8dc7a70bf185e60bc60f3,semantic_scholar,"Several techniques have been proposed to (partially) automate code review. Early support consisted in recommending the most suited reviewer for a given change or in prioritizing the review tasks. With the advent of deep learning in software engineering, the level of automation has been pushed to new heights, with approaches able to provide feedback on source code in natural language as a human reviewer would do. Also, recent work documented open source projects adopting Large Language Models (LLMs) as co-reviewers. Although the research in this field is very active, little is known about the actual impact of including automatically generated code reviews in the code review process. While there are many aspects worth investigating (e.g., is knowledge transfer between developers affected?), in this work we focus on three of them: (i) review quality, i.e., the reviewer's ability to identify issues in the code; (ii) review cost, i.e., the time spent reviewing the code; and (iii) reviewer's confidence, i.e., how confident is the reviewer about the provided feedback. We run a controlled experiment with 29 professional developers who reviewed different programs with/without the support of an automatically generated code review. During the experiment we monitored the reviewers' activities, for over 50 hours of recorded code reviews. We show that reviewers consider valid most of the issues automatically identified by the LLM and that the availability of an automated review as a starting point strongly influences their behavior: Reviewers tend to focus on the code locations indicated by the LLM rather than searching for additional issues in other parts of the code. The reviewers who started from an automated review identified a higher number of low-severity issues while, however, not identifying more high-severity issues as compared to a completely manual process. Finally, the automated support did not result in saved time and did not increase the reviewers' confidence.",abstract_or_snippet,pending_manual_screening,pending_acquisition,,,,,
