candidate_id,title_abstract_decision,decision_rationale,screening_reviewer,screening_date
POOL-0104,include_full_text_candidate,"Directly evaluates design-constraint compliance in LLM issue resolution, relevant to review correctness and coverage.",Codex-assisted preliminary screen,2026-08-06
POOL-0105,exclude_title_abstract,"Intra-paper verification for scientific peer review, not software code review.",Codex-assisted preliminary screen,2026-08-06
POOL-0106,uncertain,"Confusion-comment detection may concern review comments, but the software-review connection needs full text.",Codex-assisted preliminary screen,2026-08-06
POOL-0107,include_full_text_candidate,"Directly presents an AI-powered code-review assistant.",Codex-assisted preliminary screen,2026-08-06
POOL-0108,include_full_text_candidate,"Directly compares cross-model LLM code review.",Codex-assisted preliminary screen,2026-08-06
POOL-0110,include_full_text_candidate,"Directly compares human and AI-assisted code review outcomes.",Codex-assisted preliminary screen,2026-08-06
POOL-0111,exclude_title_abstract,"Commit-message generation without code-review feedback.",Codex-assisted preliminary screen,2026-08-06
POOL-0112,exclude_title_abstract,"Adversarial agent workflow manipulation without a code-review study focus.",Codex-assisted preliminary screen,2026-08-06
POOL-0113,uncertain,"Code-review interviews in CS education may provide supporting evidence; full text needed.",Codex-assisted preliminary screen,2026-08-06
POOL-0116,exclude_title_abstract,"Commit-message generation extension without code-review feedback.",Codex-assisted preliminary screen,2026-08-06
POOL-0117,exclude_title_abstract,"Classification of AI tools in web-technology education, not code review.",Codex-assisted preliminary screen,2026-08-06
POOL-0118,exclude_title_abstract,"General ChatGPT knowledge-intensive work study without code-review focus.",Codex-assisted preliminary screen,2026-08-06
POOL-0119,exclude_title_abstract,"Interactive SQL authoring alignment without a code-review focus.",Codex-assisted preliminary screen,2026-08-06
POOL-0120,include_full_text_candidate,"Directly studies adversarial code comments against AI security reviewers.",Codex-assisted preliminary screen,2026-08-06
POOL-0121,include_full_text_candidate,"Directly evaluates the real-world utility of AI code-review agents.",Codex-assisted preliminary screen,2026-08-06
POOL-0122,include_full_text_candidate,"Title directly identifies code review using large language models; metadata needs verification.",Codex-assisted preliminary screen,2026-08-06
POOL-0123,include_full_text_candidate,"Software-engineering benchmark with direct context-learning relevance; review subset needs verification.",Codex-assisted preliminary screen,2026-08-06
POOL-0124,include_full_text_candidate,"Directly compares LLMs for automated code review.",Codex-assisted preliminary screen,2026-08-06
POOL-0125,uncertain,"Structure-aware change labeling may support review context but review relevance is unclear.",Codex-assisted preliminary screen,2026-08-06
POOL-0126,include_full_text_candidate,"Vulnerability analysis may provide security-review evidence; full text needed.",Codex-assisted preliminary screen,2026-08-06
POOL-0127,include_full_text_candidate,"Directly studies curation of code-review comments.",Codex-assisted preliminary screen,2026-08-06
POOL-0128,uncertain,"Backport decision support may be adjacent workflow evidence; code-review connection requires full text.",Codex-assisted preliminary screen,2026-08-06
POOL-0129,exclude_title_abstract,"Broad autonomous software-development-agent benchmark without a clear review focus.",Codex-assisted preliminary screen,2026-08-06
POOL-0130,include_full_text_candidate,"Directly presents autonomous code review using LLMs.",Codex-assisted preliminary screen,2026-08-06
POOL-0131,include_full_text_candidate,"Directly studies low-risk automated code review and review efficiency at Meta.",Codex-assisted preliminary screen,2026-08-06
POOL-0132,uncertain,"Student peer-review feedback classification may be supporting evidence; software code-review scope needs verification.",Codex-assisted preliminary screen,2026-08-06
POOL-0133,include_full_text_candidate,"Directly compares automated code-review models in CI/CD.",Codex-assisted preliminary screen,2026-08-06
POOL-0134,include_full_text_candidate,"Directly addresses AI-based automated code review in DevOps pipelines.",Codex-assisted preliminary screen,2026-08-06
POOL-0135,exclude_title_abstract,"General automated code diagnostics without a stated code-review focus.",Codex-assisted preliminary screen,2026-08-06
POOL-0136,include_full_text_candidate,"Directly classifies human code-review comments.",Codex-assisted preliminary screen,2026-08-06
POOL-0137,exclude_title_abstract,"Salient-class identification without a code-review connection indicated.",Codex-assisted preliminary screen,2026-08-06
POOL-0138,include_full_text_candidate,"Directly assesses harmfulness and specificity in code-review feedback.",Codex-assisted preliminary screen,2026-08-06
POOL-0139,include_full_text_candidate,"Directly presents an AI Visual Studio Code reviewer.",Codex-assisted preliminary screen,2026-08-06
POOL-0140,include_full_text_candidate,"Directly studies reliability and overcorrection in LLM code reviewers.",Codex-assisted preliminary screen,2026-08-06
POOL-0141,include_full_text_candidate,"Directly addresses LLM integration for automated code review in CI/CD.",Codex-assisted preliminary screen,2026-08-06
POOL-0142,include_full_text_candidate,"Directly assesses Copilot defect prediction in code reviews.",Codex-assisted preliminary screen,2026-08-06
POOL-0143,include_full_text_candidate,"Directly presents an autonomous LLM code-review framework.",Codex-assisted preliminary screen,2026-08-06
POOL-0144,include_full_text_candidate,"Directly presents an agentic system for code review and debugging.",Codex-assisted preliminary screen,2026-08-06
POOL-0145,include_full_text_candidate,"Directly presents automated code review using LLMs and static analysis.",Codex-assisted preliminary screen,2026-08-06
POOL-0146,exclude_title_abstract,"General multi-agent software-team personality study without a code-review focus.",Codex-assisted preliminary screen,2026-08-06
POOL-0147,include_full_text_candidate,"Directly studies agentic secure code review.",Codex-assisted preliminary screen,2026-08-06
POOL-0149,include_full_text_candidate,"Directly presents a human-in-the-loop agentic code-review framework.",Codex-assisted preliminary screen,2026-08-06
POOL-0150,uncertain,"Agentic code reasoning may support review, but no direct review focus is clear from the title.",Codex-assisted preliminary screen,2026-08-06
POOL-0151,exclude_title_abstract,"Post-conversation coding-agent study without a stated code-review focus.",Codex-assisted preliminary screen,2026-08-06
POOL-0152,include_full_text_candidate,"Directly studies adversarial code comments against vulnerability detectors and review systems.",Codex-assisted preliminary screen,2026-08-06
POOL-0153,exclude_title_abstract,"Broad AI-augmented software engineering and operations automation without review focus.",Codex-assisted preliminary screen,2026-08-06
POOL-0154,include_full_text_candidate,"Directly studies AI-assisted code review as a quality and learning scaffold.",Codex-assisted preliminary screen,2026-08-06
POOL-0155,uncertain,"Developer productivity and code quality observability may contain review evidence; full text needed.",Codex-assisted preliminary screen,2026-08-06
POOL-0156,include_full_text_candidate,"Title directly identifies an AI code-review system; metadata quality requires verification.",Codex-assisted preliminary screen,2026-08-06
POOL-0157,exclude_title_abstract,"Security risks in generated code without a code-review focus.",Codex-assisted preliminary screen,2026-08-06
