candidate_id,title,authors,year,venue,doi,arxiv_id,source_url,source_databases,abstract_or_snippet,evidence_availability,title_abstract_decision,full_text_status,full_text_decision,exclusion_reason,decision_rationale,screening_reviewer,screening_date
POOL-0312,AI-Assisted Fixes to Code Review Comments at Scale,C. Maddila; Negar Ghorbani; James Saindon; Parth Thakkar; V. Murali; Rui Abreu; Jingyue Shen; Brian Zhou; N. Nagappan; Peter C. Rigby,2025,Proceedings of the 34th ACM International Conference on the Foundations of Software Engineering,10.1145/3803437.3805217,2507.13499,https://www.semanticscholar.org/paper/2520a844ff53ddc3d5be6563ddef8406626848a6,semantic_scholar,"Aim. There are 10s of thousands of code review comments each week at Meta. We developed Metamate for Code Review (MetaMateCR) that provides AI-assisted fixes for reviewer comments in production at scale. Method. We developed an internal benchmark of 64k ⟨review_comment, patch⟩ data points to fine-tune Llama models. Once our models achieve reasonable offline results, we roll them into production. To ensure that our AI-assisted fixes do not negatively impact the time it takes to do code reviews, we conduct randomized controlled safety trials as well as full production experiments. Offline Results. As a baseline, we compare GPT-4o to our small and large Llama models. In offline results, our LargeLSFT model creates an exact match patch 68% of the time outperforming GPT-4o by 9 percentage points (pp). The internal models also use more modern Hack functions when compared to the PHP functions suggested by GPT-4o. Safety Trial. When we roll MetaMateCR into production in a safety trial that compares no AI patches with AI patch suggestions, we see a large regression with reviewers taking over 5% longer to conduct reviews. After investigation, we modify the UX to only show authors the AI patches, and see no regressions in the time for reviews. Production. When we roll LargeLSFT into production, we see an ActionableToApplied rate of 19.7%, which is a 9.2pp improvement over GPT-4o. Our results illustrate the importance of safety trials in ensuring that AI does not inadvertently slow down engineers, and a successful review comment to AI patch product running at scale.",abstract_or_snippet,pending_manual_screening,pending_acquisition,,,,,
POOL-0313,AI-Assisted Code Review and Defect Prediction Research in Software Engineering,Yuheng Du,2025,International Conference Control and Robots,10.1109/iccr67387.2025.11291978,,https://www.semanticscholar.org/paper/620ed38663e81dcc1f11383a43e5b7277e9e8d7c,semantic_scholar,"Code programming review in software engineering is its main task, but in the actual programming process, there are complex problems in code review, which can not be effectively implemented, so it should be checked, so I introduce artificial intelligence methods to review its code, and detect the defects of the code, the results show that the code in software engineering, in the process of complex iteration, artificial intelligence can improve the query rate of inspection, and give corresponding hints to the key code, and predict the potential risks in the code. Make up for the defects and deficiencies of the code itself, in which the query rate of the review is more than 90%, the review time is less than 25s, and the consistency rate between the defect prediction and the actual result is more than 89%, so artificial intelligence can assist software engineering to write code, and simply review it to find potential deficiencies.",abstract_or_snippet,pending_manual_screening,pending_acquisition,,,,,
POOL-0314,AI Security Beyond Core Domains: Resume Screening as a Case Study of Adversarial Vulnerabilities in Specialized LLM Applications,Honglin Mu; Jinghao Liu; Kaiyang Wan; Rui Xing; Xiuying Chen; Timothy Baldwin; Wanxiang Che,2025,arXiv.org,10.48550/arxiv.2512.20164,2512.20164,https://www.semanticscholar.org/paper/d23fb1051574e9614dcf31c2b6963808c3981558,semantic_scholar,"Large Language Models (LLMs) excel at text comprehension and generation, making them ideal for automated tasks like code review and content moderation. However, our research identifies a vulnerability: LLMs can be manipulated by""adversarial instructions""hidden in input data, such as resumes or code, causing them to deviate from their intended task. Notably, while defenses may exist for mature domains such as code review, they are often absent in other common applications such as resume screening and peer review. This paper introduces a benchmark to assess this vulnerability in resume screening, revealing attack success rates exceeding 80% for certain attack types. We evaluate two defense mechanisms: prompt-based defenses achieve 10.1% attack reduction with 12.5% false rejection increase, while our proposed FIDS (Foreign Instruction Detection through Separation) using LoRA adaptation achieves 15.4% attack reduction with 10.4% false rejection increase. The combined approach provides 26.3% attack reduction, demonstrating that training-time defenses outperform inference-time mitigations in both security and utility preservation.",abstract_or_snippet,pending_manual_screening,pending_acquisition,,,,,
POOL-0315,A survey of generative AI adoption and perceived productivity among scientists who program,Gabrielle O'Brien; Alexis Parker; Nasir U. Eisty; Jeff Carver,2025,,,2512.19644,https://www.semanticscholar.org/paper/a3cd673db8d1a2bfb6e1c08af786345d8f7aa80e,semantic_scholar,"Programming is essential to modern scientific research, yet most scientists report inadequate training for the software development their work demands. Generative AI tools capable of code generation may support scientific programmers, but user studies indicate risks of over-reliance, particularly among inexperienced users. We surveyed 868 scientists who program, examining adoption patterns, tool preferences, and factors associated with perceived productivity. Adoption is highest among students and less experienced programmers, with variation across fields. Scientific programmers overwhelmingly prefer general-purpose conversational interfaces like ChatGPT over developer-specific tools. Both inexperience and limited use of development practices (like testing, code review, and version control) are associated with greater perceived productivity -- but these factors interact, suggesting formal practices may partially compensate for inexperience. The strongest predictor of perceived productivity is the number of lines of generated code typically accepted at once. These findings suggest scientific programmers using generative AI may gauge productivity by code generation rather than validation.",abstract_or_snippet,pending_manual_screening,pending_acquisition,,,,,
POOL-0316,A Review of Research on AI-Assisted Code Generation and AI-Driven Code Review,Yuzhi Wang,2025,Academic Journal of Science and Technology,10.54097/d6775287,,https://www.semanticscholar.org/paper/fb7d24843191c299d73cc3118518f59bcefdd58d,semantic_scholar,"With the significant breakthroughs of deep learning technologies such as large language models (LLMs) in the field of code analysis, AI has evolved from an auxiliary tool to a key technology that deeply participates in code optimization and resolving performance issues. As modern software system architectures become increasingly complex, the requirements for their performance have also become more stringent. During the coding stage, developers find it difficult to effectively identify and resolve potential performance issues using traditional methods. This review focuses on the application of artificial intelligence in two key areas: AI-assisted intelligent code generation and AI-povered code review. The review systematically analyzed the application of LLMs in software development, revealing a situation where efficiency gains coexist with quality challenges. In terms of code generation, models such as Code Llama and Copilot have significantly accelerated the development process. In the field of code review, AI can effectively handle code standards and low-severity defects. However, in the future, this field still needs to address the issues of the reliability and security of the code generated by LLMs, as well as the insufficient explainability of the results of automated performance analysis. The future research focus in this field lies in addressing issues such as the lack of interpretability and insufficient domain knowledge of LLMs. It is necessary to prioritize enhancing the reliability of AI recommendations and promoting the transformation of AI from an auxiliary tool to an intelligent Agent with self-repair capabilities, in order to achieve a truly efficient and secure human-machine collaboration paradigm. This article systematically reviews the relevant progress, aiming to promote the transformation of software engineering from an artificial-driven model to an AI-enhanced automated paradigm. It provides theoretical references for ensuring the quality of backend code, improving product delivery speed, and enhancing system reliability.",abstract_or_snippet,pending_manual_screening,pending_acquisition,,,,,
POOL-0317,A Note on Code Quality Score: LLMs for Maintainable Large Codebases,Sherman Wong; Jalaj Bhandari; Leo Yang; Xylan Xu; Zhuang Yi; Cem Cayiroglu; Payal Bhuptani; Sheela Yadawad; H. Dương,2025,arXiv.org,10.48550/arxiv.2508.02732,2508.02732,https://www.semanticscholar.org/paper/78bc57a9d8cc5955c4ecbf093247314887beae10,semantic_scholar,"Maintaining code quality in large-scale software systems presents significant challenges, particularly in settings where a large numbers of engineers work concurrently on a codebase. This paper introduces Code Quality Score (CQS) system to automatically detect issues with a set of code changes and provide actionable insights. At its core, the CQS system is powered by two Llama3 models, fine-tuned (with SFT and offline RL approaches), to a) detect common code quality issues related to coding best practices and b) to provide good ``critiques''for LLM-generated code review respectively. To maintain good user experience, we layer the system with hand-crafted rules to filter out incorrect responses/hallucinations. Offline evaluations show that our CQS system is able to achieve an impressive precision rate for identifying valid issues. This system has already been rolled out to developers in an industrial scale setting and has consistently achieved 60\% week over week user helpfulness rate, demonstrating its effectiveness in a real-world environment. In this paper, we present details of the CQS system along with some learnings on curating developer feedback to create training data for LLM fine-tuning.",abstract_or_snippet,pending_manual_screening,pending_acquisition,,,,,
POOL-0318,A Modular Semantic Kernel Agent for Automated Code Review and Refactoring Feedback,Semih Yazıcı; Seza Dursun; Bahar Önel; Tülin Işıkkent; Sedat Çelik; Erem Karalar; Mert Alacan,2025,Orclever Proceedings of Research and Development,10.56038/oprd.v7i1.739,,https://www.semanticscholar.org/paper/f843b07b2162aad1e535b6be63f76f584d6e8319,semantic_scholar,"In modern software development, maintaining clean, efficient, and reliable code is critical to team productivity and product quality. This paper introduces a modular Large Language Model (LLM)-based agent, designed using Microsoft’s Semantic Kernel framework, for automated code review and refactoring feedback. The agent leverages plugin-based function orchestration, Retrieval-Augmented Generation (RAG), and dynamic prompt engineering to analyze source code across multiple dimensions; including readability, efficiency, security, and adherence to best practices. Integrated into CI/CD pipelines and broader SDLC workflows, the system provides contextual insights, the system provides contextual insights, suggests specific improvements, and explains reasoning for each recommendation. Evaluation results across real-world open-source repositories demonstrate the agent’s effectiveness in reducing human review time while improving refactor quality. The modular design ensures adaptability to various programming languages and enterprise development environments. This research highlights the potential of agentic LLM systems to augment software engineering workflows with intelligent, transparent, and developer-aligned feedback mechanisms.
Keywords:   Code Review, Semantic Kernel, Plugin Orchestration, Refactoring, Large Language Models, Agentic AI, Retrieval-Augmented Generation, Prompt Engineering",abstract_or_snippet,pending_manual_screening,pending_acquisition,,,,,
POOL-0319,A GPT-Based Code Review System With Accurate Feedback for Programming Education,Dong-Kyu Lee; Inwhee Joe,2025,IEEE Access,10.1109/access.2025.3581139,,https://www.semanticscholar.org/paper/fd5a9941081e7c21751479a9bb2aa58d211c3036,semantic_scholar,"The increasing demand for programming education and growing class sizes require immediate and personalized feedback. However, integrating Large Language Models (LLMs) like ChatGPT in introductory programming courses raises concerns about AI-assisted cheating. In large-scale settings, faulty code submissions may lead LLMs to overanalyze, causing unnecessary token consumption. This paper proposes a GPT-4o-based code review system that provides accurate feedback while reducing token usage and preventing AI-assisted cheating. Unlike general-purpose LLM tools for professionals, the system is pedagogically designed for primary and secondary students by focusing on review necessity and learner-friendly feedback. The system features a Code Review Module (CRM) that reduces token usage via a Review Necessity Chain (RNC), and Code Correctness Check Module (CCM) combining test case validation with LLM-based assessment. To prevent AI-assisted cheating, the system provides automated feedback on submitted code without prompting and revealing correct answers, which are accessed only through the “Ask Code Tutor” button. In usability test, the system detected up to 42.86% more errors than a conventional online judge. BERTScore analysis showed that over 80% of the system-generated reviews were semantically aligned with human feedback. A performance comparison with state-of-the-art systems demonstrated a blocking success rate of 86%, with a comparable review omission rate. These results indicate that the system provides more accurate feedback than conventional automated code reviews, while achieving token efficiency and supporting self-directed learning through educational feedback. Thus, it can serve as a practical solution for scalable programming education in primary and secondary classes.",abstract_or_snippet,pending_manual_screening,pending_acquisition,,,,,
POOL-0320,A Deep Dive into LLM-Powered Code Review Tools: A Comparative Analysis,Pınar Pınar Ersoy,2025,Computational Intelligence and Machine Learning,10.36647/ciml/05.02.a001,,https://www.semanticscholar.org/paper/ec729383d69e11b74885f4d2cf403d3b766d1ba6,semantic_scholar,"In the software development landscape, code review plays a vital role in maintaining high code quality and ensuring the reliability of software products. This is particularly crucial in the field of data science, characterized by sophisticated algorithms, intricate data pipelines, and a relentless pursuit of model accuracy. However, conventional code review practices often struggle to meet the unique demands posed by data science projects. This paper examines the intricacies of code review within the context of data science, emphasizing its distinct challenges and advocating for more advanced, automated solutions. We present code2Prompt, a novel tool specifically designed to harness the capabilities of Large Language Models (LLMs) for improving code review in data science. Through a rigorous comparative analysis with prominent LLM-based tools like GitHub Copilot, DeepCode, and AI21 Labs' Code Review, we showcase code2Prompt's superior ability to provide contextual code comprehension, prioritize critical code segments for review, and transcend conventional bug detection by offering a holistic assessment of code quality. These features are essential for streamlining and optimizing data science workflows. Our study aims to provide a comprehensive understanding of code review's importance in data science, examining its unique opportunities and challenges. We meticulously illustrate code2Prompt's functionality within the data science code review process, emphasizing its architectural underpinnings and design principles. Furthermore, we employ a robust methodology and a diverse dataset of real-world data science projects to conduct a comparative analysis of code2Prompt against established LLM-powered tools, evaluating their respective strengths and weaknesses across key performance indicators. By analyzing the collected data, we provide valuable insights into the relative merits and limitations of each tool, particularly their effectiveness in addressing the specific challenges inherent to data science code review. We conclude by discussing the broader implications of our findings, highlighting code2Prompt's potential to significantly enhance the efficiency, quality, and overall success of data science projects. We also delineate avenues for future research and development, including integrating code2Prompt within various data science workflows, addressing potential ethical considerations, and advancing the frontiers of LLM-powered solutions for software development.",abstract_or_snippet,pending_manual_screening,pending_acquisition,,,,,
POOL-0321,A Blueprint for AI-Driven Software Quality: Integrating LLMs with Established Standards,Avinash Patil,2025,,,2505.13766,https://www.semanticscholar.org/paper/dd6c6a8fdd9220c4dd66b6b75e8bcf06731eb759,semantic_scholar,"Software Quality Assurance (SQA) is critical for delivering reliable, secure, and efficient software products. The Software Quality Assurance Process aims to provide assurance that work products and processes comply with predefined provisions and plans. Recent advancements in Large Language Models (LLMs) present new opportunities to enhance existing SQA processes by automating tasks like requirement analysis, code review, test generation, and compliance checks. Simultaneously, established standards such as ISO/IEC 12207, ISO/IEC 25010, ISO/IEC 5055, ISO 9001/ISO/IEC 90003, CMMI, and TMM provide structured frameworks for ensuring robust quality practices. This paper surveys the intersection of LLM-based SQA methods and these recognized standards, highlighting how AI-driven solutions can augment traditional approaches while maintaining compliance and process maturity. We first review the foundational software quality standards and the technical fundamentals of LLMs in software engineering. Next, we explore various LLM-based SQA applications, including requirement validation, defect detection, test generation, and documentation maintenance. We then map these applications to key software quality frameworks, illustrating how LLMs can address specific requirements and metrics within each standard. Empirical case studies and open-source initiatives demonstrate the practical viability of these methods. At the same time, discussions on challenges (e.g., data privacy, model bias, explainability) underscore the need for deliberate governance and auditing. Finally, we propose future directions encompassing adaptive learning, privacy-focused deployments, multimodal analysis, and evolving standards for AI-driven software quality.",abstract_or_snippet,pending_manual_screening,pending_acquisition,,,,,
