candidate_id,title_abstract_decision,decision_rationale,screening_reviewer,screening_date
POOL-0052,include_full_text_candidate,"Directly studies a multi-agent framework for automated code review.",Codex-assisted preliminary screen,2026-08-06
POOL-0053,include_full_text_candidate,"Directly studies retrieval for power-software code review.",Codex-assisted preliminary screen,2026-08-06
POOL-0054,uncertain,"Code-smell detection may support code review, but the review connection needs full-text verification.",Codex-assisted preliminary screen,2026-08-06
POOL-0055,include_full_text_candidate,"Directly studies behavioral constraints for AI-assisted code review.",Codex-assisted preliminary screen,2026-08-06
POOL-0056,exclude_title_abstract,"Code generation productivity and defect density without a code-review focus.",Codex-assisted preliminary screen,2026-08-06
POOL-0057,exclude_title_abstract,"Patch-oracle inference for repair, not code-review feedback.",Codex-assisted preliminary screen,2026-08-06
POOL-0058,uncertain,"Code-review process optimization may be relevant, but the abstract and scope require full-text verification.",Codex-assisted preliminary screen,2026-08-06
POOL-0059,uncertain,"Broad software-engineering-agent benchmark; code-review coverage is unclear.",Codex-assisted preliminary screen,2026-08-06
POOL-0060,include_full_text_candidate,"Directly studies maintainer overhead associated with reviewing agent-authored changes.",Codex-assisted preliminary screen,2026-08-06
POOL-0061,exclude_title_abstract,"Academic-paper novelty assessment, not software code review.",Codex-assisted preliminary screen,2026-08-06
POOL-0062,exclude_title_abstract,"Vulnerability discovery and patch synthesis without a code-review focus.",Codex-assisted preliminary screen,2026-08-06
POOL-0063,include_full_text_candidate,"Directly studies contextual bias in LLM-assisted security code review.",Codex-assisted preliminary screen,2026-08-06
POOL-0065,exclude_title_abstract,"Scientific-contribution lifecycle mapping, not software code review.",Codex-assisted preliminary screen,2026-08-06
POOL-0066,exclude_title_abstract,"Trustworthiness assessment of web applications without a review-feedback focus.",Codex-assisted preliminary screen,2026-08-06
POOL-0067,exclude_title_abstract,"Peer review in biotechnology, not software code review.",Codex-assisted preliminary screen,2026-08-06
POOL-0068,include_full_text_candidate,"Directly addresses LLMs in security code review and testing.",Codex-assisted preliminary screen,2026-08-06
POOL-0069,include_full_text_candidate,"Directly reviews literature on LLM-based automated code review.",Codex-assisted preliminary screen,2026-08-06
POOL-0070,uncertain,"Compiler-warning repair may provide adjacent review evidence; full text is needed.",Codex-assisted preliminary screen,2026-08-06
POOL-0071,exclude_title_abstract,"Automated diagnosis of integration-test failures, not code review.",Codex-assisted preliminary screen,2026-08-06
POOL-0072,include_full_text_candidate,"Directly mines developer feedback on CodeRabbit reviews.",Codex-assisted preliminary screen,2026-08-06
POOL-0073,exclude_title_abstract,"General multi-agent safety risks without a code-review connection.",Codex-assisted preliminary screen,2026-08-06
POOL-0074,uncertain,"Agent contributions and code changes may contain review evidence, but scope is unclear.",Codex-assisted preliminary screen,2026-08-06
POOL-0075,include_full_text_candidate,"Directly concerns intelligent code review and vulnerability localization.",Codex-assisted preliminary screen,2026-08-06
