candidate_id,title,authors,year,venue,doi,arxiv_id,source_url,source_databases,abstract_or_snippet,evidence_availability,title_abstract_decision,full_text_status,full_text_decision,exclusion_reason,decision_rationale,screening_reviewer,screening_date
POOL-1291,Deep Learning Techniques for Enhancing the Efficiency of Security Patch Development,Zeinab ShahbaziMeshkat Mesbah,2025,Advances in Computer Science and Ubiquitous Computing,10.1007/978-981-96-5693-6_31,,https://link.springer.com/chapter/10.1007/978-981-96-5693-6_31,springerlink,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-1292,Coding Agents,Antonio Gullí,2025,Agentic Design Patterns,10.1007/978-3-032-01402-3_28,,https://link.springer.com/chapter/10.1007/978-3-032-01402-3_28,springerlink,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-1293,MAF-CPR: LLM-Based Multi-agent Framework for Complex Pull Request Review in GitHub,Fanyu HanJiaheng PengWei WangXiaoya Xia,2025,Advanced Intelligent Computing Technology and Applications,10.1007/978-981-95-0020-8_21,,https://link.springer.com/chapter/10.1007/978-981-95-0020-8_21,springerlink,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-1294,Method,Mahja Sarschar,2025,Pipeline for Automated Code Generation from Backlog Items (PACGBI),10.1007/978-3-658-47208-5_4,,https://link.springer.com/chapter/10.1007/978-3-658-47208-5_4,springerlink,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-1295,ChatDEOB: An Effective Deobfuscation Method Based on&#xa0;Large Language Model,Byunggeon ChoiHongjoo JinDong Hoon LeeWonsuk Choi,2025,Information Security Applications,10.1007/978-981-96-1624-4_12,,https://link.springer.com/chapter/10.1007/978-981-96-1624-4_12,springerlink,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-1296,AI-Assisted Programming with&#xa0;Test-Based Refinement,Bernhard K. AichernigKlaus Havelund,2025,Bridging the Gap Between AI and Reality,10.1007/978-3-031-73741-1_24,,https://link.springer.com/chapter/10.1007/978-3-031-73741-1_24,springerlink,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-1297,Opportunities and Impacts of GenAI,Miguel Figueiredo,2025,Generative AI with SAP and Amazon Bedrock,10.1007/979-8-8688-0968-2_3,,https://link.springer.com/chapter/10.1007/979-8-8688-0968-2_3,springerlink,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-1298,Secure Code Generation with&#xa0;CodeT5: Leveraging Large Language Models and&#xa0;CVE Dataset,Ganesh S. NayakAnirudha RaoB. L. Siddhartha BhatSanjana Ganesh NayakMamatha BalachandraOm PrakashVarinder Pratap Singh,2025,Information Systems for Intelligent Systems,10.1007/978-981-96-1206-2_4,,https://link.springer.com/chapter/10.1007/978-981-96-1206-2_4,springerlink,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-1299,AI in Microservices Development,Dileep Kumar PandiyaNilesh Charankar,2025,AI and Microservices,10.1007/979-8-8688-1306-1_3,,https://link.springer.com/chapter/10.1007/979-8-8688-1306-1_3,springerlink,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-1300,Leveraging LLM to Detect and Correct Vulnerabilities in&#xa0;Code,Ilmaan ZiaMuhammad Abdul Basit Ur RahimAnkit RajShahid Hussain,2025,Computational Science and Computational Intelligence,10.1007/978-3-031-95127-5_24,,https://link.springer.com/chapter/10.1007/978-3-031-95127-5_24,springerlink,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
