candidate_id,title,authors,year,venue,doi,arxiv_id,source_url,source_databases,abstract_or_snippet,evidence_availability,title_abstract_decision,full_text_status,full_text_decision,exclusion_reason,decision_rationale,screening_reviewer,screening_date
POOL-0686,Peer Code Review Methods: An Experience Report from a Data Structures and Algorithms Course,Roxane Koitz-Hristov,2025,SIGCSETS 2025: Proceedings of the 56th ACM Technical Symposium on Computer Science Education V. 1,10.1145/3641554.3701799,,https://dl.acm.org/doi/10.1145/3641554.3701799,acm,"Peer code review is a key practice in professional software development, and its integration into computer science education can provide valuable learning experiences for students. However, few reports compare different peer code review methods within a ...",abstract_or_snippet,pending_manual_screening,pending_acquisition,,,,,
POOL-0690,ICBDE '24: Proceedings of the 2024 7th International Conference on Big Data and Education,,2024,,10.1145/3704289,,https://dl.acm.org/doi/proceedings/10.1145/3704289,acm,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0693,ICETC '24: Proceedings of the 2024 16th International Conference on Education Technology and Computers,,2024,,10.1145/3702163,,https://dl.acm.org/doi/proceedings/10.1145/3702163,acm,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0696,ICAITE '24: Proceedings of the 2024 International Conference on Artificial Intelligence and Teacher Education,,2024,,10.1145/3702386,,https://dl.acm.org/doi/proceedings/10.1145/3702386,acm,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0698,SBQS '24: Proceedings of the XXIII Brazilian Symposium on Software Quality,Ivan Machado; José Maldonado; Tayana Conte; Edna Canedo; Johnny Marques; Breno Bernard de França; Patrícia Matsubara; Davi Viana; Sergio Soares; Gleison Santos; Larissa Rocha; Bruno Gadelha; Rodrigo Santos; Ana Oran; Adolfo Gustavo Seca Neto,2024,,10.1145/3701625,,https://dl.acm.org/doi/proceedings/10.1145/3701625,acm,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0699,"EuroPLoP '24: Proceedings of the 29th European Conference on Pattern Languages of Programs, People, and Practices",,2024,,10.1145/3698322,,https://dl.acm.org/doi/proceedings/10.1145/3698322,acm,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0702,"IPMLP '24: Proceedings of the International Conference on Image Processing, Machine Learning and Pattern Recognition",,2024,,10.1145/3700906,,https://dl.acm.org/doi/proceedings/10.1145/3700906,acm,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0704,ICCSIE '24: Proceedings of the 2024 9th International Conference on Cyber Security and Information Engineering,,2024,,10.1145/3689236,,https://dl.acm.org/doi/proceedings/10.1145/3689236,acm,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0707,ISAIE '24: Proceedings of the 2024 International Symposium on Artificial Intelligence for Education,,2024,,10.1145/3700297,,https://dl.acm.org/doi/proceedings/10.1145/3700297,acm,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0708,UKICER '24: Proceedings of the 2024 Conference on United Kingdom & Ireland Computing Education Research,Troy Astarte; Duncan Hull; Fiona McNeill; Faron Moller,2024,,10.1145/3689535,,https://dl.acm.org/doi/proceedings/10.1145/3689535,acm,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0709,IC3-2024: Proceedings of the 2024 Sixteenth International Conference on Contemporary Computing,,2024,,10.1145/3675888,,https://dl.acm.org/doi/proceedings/10.1145/3675888,acm,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0711,Unity Is Strength: Collaborative LLM-Based Agents for Code Reviewer Recommendation,Luqiao Wang; Yangtao Zhou; Huiying Zhuang; Qingshan Li; Di Cui; Yutong Zhao; Lu Wang,2024,ASE '24: Proceedings of the 39th IEEE/ACM International Conference on Automated Software Engineering,10.1145/3691620.3695291,,https://dl.acm.org/doi/10.1145/3691620.3695291,acm;ieee_xplore,"Assigning pull requests to appropriate code reviewers can accelerate the review process and help uncover potential bugs. However, the inherent complexities in pull requests and code reviewers present challenges in making suitable matches between them. ...",abstract_or_snippet,pending_manual_screening,pending_acquisition,,,,,
POOL-0715,ESEM '24: Proceedings of the 18th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement,Xavier Franch; Maya Daneva; Silverio Martínez-Fernández; Luigi Quaranta,2024,,10.1145/3674805,,https://dl.acm.org/doi/proceedings/10.1145/3674805,acm,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0717,NordiCHI '24: Proceedings of the 13th Nordic Conference on Human-Computer Interaction,,2024,,10.1145/3679318,,https://dl.acm.org/doi/proceedings/10.1145/3679318,acm,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0718,EKI '24: Proceedings of the 2nd International Conference on Educational Knowledge and Informatization,,2024,,10.1145/3691720,,https://dl.acm.org/doi/proceedings/10.1145/3691720,acm,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0721,RecSys '24: Proceedings of the 18th ACM Conference on Recommender Systems,Tommaso Di Noia; Pasquale Lops; Thorsten Joachims; Katrien Verbert; Pablo Castells; Zhenhua Dong; Ben London,2024,,10.1145/3640457,,https://dl.acm.org/doi/proceedings/10.1145/3640457,acm,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0723,SVR '24: Proceedings of the 26th Symposium on Virtual and Augmented Reality,,2024,,10.1145/3691573,,https://dl.acm.org/doi/proceedings/10.1145/3691573,acm,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0729,MODELS '24: Proceedings of the ACM/IEEE 27th International Conference on Model Driven Engineering Languages and Systems,Alexander Egyed; Manuel Wimmer; Marsha Chechik; Benoit Combemale,2024,,10.1145/3640310,,https://dl.acm.org/doi/proceedings/10.1145/3640310,acm,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0741,"ARES '24: Proceedings of the 19th International Conference on Availability, Reliability and Security",,2024,,10.1145/3664476,,https://dl.acm.org/doi/proceedings/10.1145/3664476,acm,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0743,Internetware '24: Proceedings of the 15th Asia-Pacific Symposium on Internetware,Hong Mei; Jian Lv; Abdelsalam Helal; Xiaoxing Ma; Shing-Chi Cheung; Jie Zhang; Tao Zhang,2024,,10.1145/3671016,,https://dl.acm.org/doi/proceedings/10.1145/3671016,acm,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0744,CIBDA '24: Proceedings of the 5th International Conference on Computer Information and Big Data Applications,,2024,,10.1145/3671151,,https://dl.acm.org/doi/proceedings/10.1145/3671151,acm,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0745,PEARC '24: Practice and Experience in Advanced Research Computing 2024: Human Powered Computing,Shawn T. Brown; Barr von Oehsen; Eric Adams; Eva Siegmann,2024,,10.1145/3626203,,https://dl.acm.org/doi/proceedings/10.1145/3626203,acm,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0747,Improving the Learning of Code Review Successive Tasks with Cross-Task Knowledge Distillation,Oussama Ben Sghaier; Houari Sahraoui,2024,"Proceedings of the ACM on Software Engineering (PACMSE), Volume 1, Issue FSE",10.1145/3643775,,https://dl.acm.org/doi/10.1145/3643775,acm,"Code review is a fundamental process in software development that plays a pivotal role in ensuring code quality and reducing the likelihood of errors and bugs. However, code review can be complex, subjective, and time-consuming. Quality estimation, ...",abstract_or_snippet,pending_manual_screening,pending_acquisition,,,,,
POOL-0754,ACM REP '24: Proceedings of the 2nd ACM Conference on Reproducibility and Replicability,,2024,,10.1145/3641525,,https://dl.acm.org/doi/proceedings/10.1145/3641525,acm,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0759,"Programming '24: Companion Proceedings of the 8th International Conference on the Art, Science, and Engineering of Programming",Emma Söderberg; Luke Church,2024,,10.1145/3660829,,https://dl.acm.org/doi/proceedings/10.1145/3660829,acm,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
POOL-0761,CUI '24: Proceedings of the 6th ACM Conference on Conversational User Interfaces,Mateusz Dubiel; Luis A. Leiva; Johanne Trippas; Joel Fischer; Ilaria Torre,2024,,10.1145/3640794,,https://dl.acm.org/doi/proceedings/10.1145/3640794,acm,,metadata_only,pending_metadata_only,pending_acquisition,,,,,
